,Date,Time,Current,RPM
447,2019-12-02,14:48:41.047880,['-2.47'],['1664.36']
448,2019-12-02,14:48:41.079675,['2.07'],['1652.44']
449,2019-12-02,14:48:41.111643,['2.33'],['1661.13']
450,2019-12-02,14:48:41.143386,['-0.97'],['1659.29']
451,2019-12-02,14:48:41.175355,['-2.18'],['1664.82']
452,2019-12-02,14:48:41.191381,['-1.66'],['1658.37']
453,2019-12-02,14:48:41.223501,['2.20'],['1662.51']
454,2019-12-02,14:48:41.255155,['2.60'],['1665.28']
455,2019-12-02,14:48:41.287160,['-2.18'],['1657.00']
456,2019-12-02,14:48:41.319115,['-2.46'],['1661.13']
457,2019-12-02,14:48:41.350934,['1.76'],['1657.92']
458,2019-12-02,14:48:41.382851,['2.25'],['1657.92']
459,2019-12-02,14:48:41.399142,['0.69'],['1670.84']
460,2019-12-02,14:48:41.430711,['-2.27'],['1668.06']
461,2019-12-02,14:48:41.462641,['-2.46'],['1661.59']
462,2019-12-02,14:48:41.494891,['2.19'],['1657.00']
463,2019-12-02,14:48:41.526629,['2.44'],['1657.92']
464,2019-12-02,14:48:41.558446,['-2.05'],['1665.74']
465,2019-12-02,14:48:41.590445,['-2.20'],['1661.59']
466,2019-12-02,14:48:41.606710,['0.42'],['1651.07']
467,2019-12-02,14:48:41.638478,['1.99'],['1650.62']
468,2019-12-02,14:48:41.670340,['2.13'],['1644.74']
469,2019-12-02,14:48:41.702042,['-1.81'],['1652.44']
470,2019-12-02,14:48:41.734123,['-2.05'],['1636.21']
471,2019-12-02,14:48:41.765968,['1.01'],['1626.02']
472,2019-12-02,14:48:41.797804,['1.79'],['1625.58']
473,2019-12-02,14:48:41.829468,['2.01'],['1613.77']
474,2019-12-02,14:48:41.861354,['-1.50'],['1604.28']
475,2019-12-02,14:48:41.893334,['-1.92'],['1593.20']
476,2019-12-02,14:48:41.925161,['-1.97'],['1587.72']
477,2019-12-02,14:48:41.941735,['-0.07'],['1583.11']
478,2019-12-02,14:48:41.973619,['1.68'],['1571.09']
479,2019-12-02,14:48:42.005620,['1.86'],['1564.54']
480,2019-12-02,14:48:42.037529,['2.10'],['1552.39']
481,2019-12-02,14:48:42.069532,['1.80'],['1549.99']
482,2019-12-02,14:48:42.101301,['-1.39'],['1546.79']
483,2019-12-02,14:48:42.132950,['-1.74'],['1527.11']
484,2019-12-02,14:48:42.165169,['-2.00'],['1529.44']
485,2019-12-02,14:48:42.196988,['-2.26'],['1518.22']
486,2019-12-02,14:48:42.229048,['-2.45'],['1520.53']
487,2019-12-02,14:48:42.276473,['-2.67'],['1527.49']
488,2019-12-02,14:48:42.308470,['-2.63'],['1521.68']
489,2019-12-02,14:48:42.340314,['-1.32'],['1525.17']
490,2019-12-02,14:48:42.372345,['0.96'],['1518.99']
491,2019-12-02,14:48:42.404244,['2.23'],['1512.48']
492,2019-12-02,14:48:42.436250,['2.36'],['1512.86']
493,2019-12-02,14:48:42.468075,['2.48'],['1507.16']
494,2019-12-02,14:48:42.499891,['2.50'],['1505.65']
495,2019-12-02,14:48:42.531669,['2.56'],['1512.10']
496,2019-12-02,14:48:42.563645,['2.52'],['1513.62']
497,2019-12-02,14:48:42.595736,['2.60'],['1508.30']
498,2019-12-02,14:48:42.627819,['2.49'],['1487.73']
499,2019-12-02,14:48:42.659788,['2.63'],['1489.94']
500,2019-12-02,14:48:42.691503,['2.69'],['1483.68']
501,2019-12-02,14:48:42.723156,['2.69'],['1484.05']
502,2019-12-02,14:48:42.755249,['2.66'],['1481.85']
503,2019-12-02,14:48:42.787212,['2.64'],['1471.67']
504,2019-12-02,14:48:42.834983,['2.61'],['1465.92']
505,2019-12-02,14:48:42.867085,['2.58'],['1462.70']
506,2019-12-02,14:48:42.899092,['2.36'],['1453.84']
507,2019-12-02,14:48:42.931015,['2.28'],['1447.18']
508,2019-12-02,14:48:42.963031,['2.32'],['1435.41']
509,2019-12-02,14:48:42.994873,['2.27'],['1429.25']
510,2019-12-02,14:48:43.026903,['2.15'],['1421.46']
511,2019-12-02,14:48:43.074360,['1.97'],['1421.13']
512,2019-12-02,14:48:43.106554,['-1.37'],['1418.44']
513,2019-12-02,14:48:43.138530,['-2.42'],['1404.82']
514,2019-12-02,14:48:43.170473,['-2.12'],['1398.28']
515,2019-12-02,14:48:43.202318,['-2.04'],['1392.76']
516,2019-12-02,14:48:43.250176,['-1.83'],['1382.17']
517,2019-12-02,14:48:43.282157,['2.51'],['1372.68']
518,2019-12-02,14:48:43.314123,['2.27'],['1362.71']
519,2019-12-02,14:48:43.345977,['2.18'],['1361.47']
520,2019-12-02,14:48:43.393671,['-2.58'],['1356.24']
521,2019-12-02,14:48:43.425799,['-2.30'],['1346.80']
522,2019-12-02,14:48:43.457728,['-1.91'],['1337.79']
523,2019-12-02,14:48:43.505332,['2.46'],['1330.97']
524,2019-12-02,14:48:43.537533,['2.20'],['1331.85']
525,2019-12-02,14:48:43.569620,['-2.53'],['1330.67']
526,2019-12-02,14:48:43.617289,['-2.46'],['1327.73']
527,2019-12-02,14:48:43.649326,['1.64'],['1323.92']
528,2019-12-02,14:48:43.681285,['2.52'],['1324.50']
529,2019-12-02,14:48:43.728995,['-0.04'],['1320.13']
530,2019-12-02,14:48:43.760967,['-2.49'],['1320.42']
531,2019-12-02,14:48:43.793041,['-1.40'],['1321.29']
532,2019-12-02,14:48:43.840410,['2.58'],['1327.73']
533,2019-12-02,14:48:43.872640,['2.17'],['1328.32']
534,2019-12-02,14:48:43.904424,['-2.67'],['1326.85']
535,2019-12-02,14:48:43.952454,['-2.32'],['1319.84']
536,2019-12-02,14:48:43.984447,['2.73'],['1314.92']
537,2019-12-02,14:48:44.016561,['2.27'],['1312.05']
538,2019-12-02,14:48:44.063897,['-2.67'],['1311.19']
539,2019-12-02,14:48:44.096027,['-2.29'],['1314.06']
540,2019-12-02,14:48:44.128216,['2.84'],['1314.35']
541,2019-12-02,14:48:44.175921,['2.36'],['1306.05']
542,2019-12-02,14:48:44.207991,['-2.63'],['1310.04']
543,2019-12-02,14:48:44.240068,['-2.29'],['1311.19']
544,2019-12-02,14:48:44.287648,['2.58'],['1304.06']
545,2019-12-02,14:48:44.319487,['1.83'],['1304.63']
546,2019-12-02,14:48:44.367376,['-2.51'],['1298.70']
547,2019-12-02,14:48:44.399423,['-0.32'],['1295.06']
548,2019-12-02,14:48:44.431483,['2.44'],['1294.50']
549,2019-12-02,14:48:44.479078,['-1.87'],['1288.94']
550,2019-12-02,14:48:44.511138,['-2.24'],['1287.55']
551,2019-12-02,14:48:44.542818,['2.64'],['1284.52']
552,2019-12-02,14:48:44.590896,['2.23'],['1282.87']
553,2019-12-02,14:48:44.622778,['-2.28'],['1272.26']
554,2019-12-02,14:48:44.670654,['1.46'],['1261.30']
555,2019-12-02,14:48:44.702584,['2.21'],['1256.02']
556,2019-12-02,14:48:44.750423,['-2.33'],['1253.92']
557,2019-12-02,14:48:44.782252,['2.36'],['1252.35']
558,2019-12-02,14:48:44.814575,['2.18'],['1248.96']
559,2019-12-02,14:48:44.862205,['-2.33'],['1244.81']
560,2019-12-02,14:48:44.894278,['2.48'],['1242.24']
561,2019-12-02,14:48:44.941995,['-1.32'],['1239.67']
562,2019-12-02,14:48:44.974167,['-2.28'],['1238.90']
563,2019-12-02,14:48:45.021726,['2.28'],['1235.58']
564,2019-12-02,14:48:45.069422,['-2.49'],['1225.74']
565,2019-12-02,14:48:45.101503,['2.57'],['1219.76']
566,2019-12-02,14:48:45.149303,['-0.02'],['1211.63']
567,2019-12-02,14:48:45.181406,['-1.92'],['1203.61']
568,2019-12-02,14:48:45.229036,['2.04'],['1195.93']
569,2019-12-02,14:48:45.261275,['-2.19'],['1189.06']
570,2019-12-02,14:48:45.308994,['2.25'],['1190.95']
571,2019-12-02,14:48:45.341114,['-2.40'],['1187.41']
572,2019-12-02,14:48:45.388841,['2.25'],['1178.32']
573,2019-12-02,14:48:45.436633,['-2.22'],['1172.56']
574,2019-12-02,14:48:45.468692,['2.24'],['1166.41']
575,2019-12-02,14:48:45.516566,['-2.27'],['1163.69']
576,2019-12-02,14:48:45.564236,['2.28'],['1166.41']
577,2019-12-02,14:48:45.596290,['-2.22'],['1162.79']
578,2019-12-02,14:48:45.644208,['2.18'],['1156.29']
579,2019-12-02,14:48:45.691952,['-1.01'],['1154.96']
580,2019-12-02,14:48:45.724141,['-1.65'],['1153.18']
581,2019-12-02,14:48:45.771912,['2.72'],['1147.89']
582,2019-12-02,14:48:45.819624,['-2.54'],['1141.55']
583,2019-12-02,14:48:45.851526,['2.32'],['1138.52']
584,2019-12-02,14:48:45.899496,['-2.27'],['1129.94']
585,2019-12-02,14:48:45.947002,['1.72'],['1127.61']
586,2019-12-02,14:48:45.995143,['2.47'],['1123.39']
587,2019-12-02,14:48:46.027382,['-2.47'],['1116.07']
588,2019-12-02,14:48:46.074971,['2.32'],['1121.50']
589,2019-12-02,14:48:46.122844,['-0.42'],['1122.54']
590,2019-12-02,14:48:46.170767,['-2.69'],['1120.24']
591,2019-12-02,14:48:46.202916,['2.49'],['1118.99']
592,2019-12-02,14:48:46.250761,['-2.29'],['1118.57']
593,2019-12-02,14:48:46.298392,['-2.58'],['1120.87']
594,2019-12-02,14:48:46.346319,['2.64'],['1125.07']
595,2019-12-02,14:48:46.378622,['-2.43'],['1127.40']
596,2019-12-02,14:48:46.426251,['1.92'],['1125.28']
597,2019-12-02,14:48:46.474087,['2.75'],['1124.02']
598,2019-12-02,14:48:46.521786,['-2.49'],['1128.03']
599,2019-12-02,14:48:46.553852,['2.47'],['1124.65']
600,2019-12-02,14:48:46.601447,['-1.24'],['1126.13']
601,2019-12-02,14:48:46.649636,['-2.89'],['1126.55']
602,2019-12-02,14:48:46.697435,['2.39'],['1116.69']
603,2019-12-02,14:48:46.729611,['-1.97'],['1103.75']
604,2019-12-02,14:48:46.777049,['-0.80'],['1084.60']
605,2019-12-02,14:48:46.825160,['1.65'],['1056.90']
606,2019-12-02,14:48:46.873105,['-0.32'],['1037.88']
607,2019-12-02,14:48:46.920978,['-1.80'],['1025.82']
608,2019-12-02,14:48:46.968574,['-2.24'],['1015.74']
609,2019-12-02,14:48:47.016636,['-2.12'],['996.51']
610,2019-12-02,14:48:47.064456,['-1.91'],['984.41']
611,2019-12-02,14:48:47.112666,['-1.41'],['977.20']
612,2019-12-02,14:48:47.176238,['-1.85'],['964.94']
613,2019-12-02,14:48:47.224176,['-2.36'],['958.01']
614,2019-12-02,14:48:47.272110,['-2.28'],['946.97']
615,2019-12-02,14:48:47.320094,['-1.98'],['932.69']
616,2019-12-02,14:48:47.383722,['-1.40'],['922.93']
617,2019-12-02,14:48:47.431711,['2.35'],['916.17']
618,2019-12-02,14:48:47.479705,['1.88'],['905.93']
619,2019-12-02,14:48:47.543469,['-2.34'],['892.46']
620,2019-12-02,14:48:47.591485,['-1.57'],['884.04']
621,2019-12-02,14:48:47.655214,['2.17'],['881.32']
622,2019-12-02,14:48:47.703125,['-2.46'],['878.22']
623,2019-12-02,14:48:47.766808,['1.05'],['870.45']
624,2019-12-02,14:48:47.830467,['2.12'],['864.80']
625,2019-12-02,14:48:47.878543,['-2.07'],['858.25']
626,2019-12-02,14:48:47.942302,['2.00'],['845.79']
627,2019-12-02,14:48:47.990276,['-2.34'],['846.62']
628,2019-12-02,14:48:48.054185,['2.24'],['839.04']
629,2019-12-02,14:48:48.117842,['-1.96'],['830.45']
630,2019-12-02,14:48:48.181503,['1.99'],['814.33']
631,2019-12-02,14:48:48.229836,['-1.68'],['806.67']
632,2019-12-02,14:48:48.293593,['-2.27'],['789.47']
633,2019-12-02,14:48:48.357383,['1.62'],['762.29']
634,2019-12-02,14:48:48.421098,['1.94'],['738.10']
635,2019-12-02,14:48:48.500680,['2.10'],['726.83']
636,2019-12-02,14:48:48.564651,['2.52'],['725.87']
637,2019-12-02,14:48:48.628468,['2.22'],['721.50']
638,2019-12-02,14:48:48.692565,['2.22'],['719.68']
639,2019-12-02,14:48:48.772123,['2.07'],['722.46']
640,2019-12-02,14:48:48.835979,['0.41'],['718.65']
641,2019-12-02,14:48:48.899986,['-2.41'],['712.17']
642,2019-12-02,14:48:48.979476,['-2.00'],['704.06']
643,2019-12-02,14:48:49.043549,['-2.06'],['703.89']
644,2019-12-02,14:48:49.123007,['2.20'],['694.85']
645,2019-12-02,14:48:49.186872,['2.02'],['685.64']
646,2019-12-02,14:48:49.266784,['-2.02'],['672.80']
647,2019-12-02,14:48:49.330843,['0.37'],['658.33']
648,2019-12-02,14:48:49.410677,['1.38'],['634.65']
649,2019-12-02,14:48:49.490272,['2.22'],['632.51']
650,2019-12-02,14:48:49.569870,['-1.96'],['594.65']
651,2019-12-02,14:48:49.665740,['0.14'],['479.19']
652,2019-12-02,14:48:49.777771,['0.05'],['329.80']
653,2019-12-02,14:48:50.032683,['-0.05'],['102.16']
